img_name,id,class_name,x,y,width,height
frame_1174_5.jpg,1,Green light (Go),0.427083,0.611574,0.003125,0.015741
frame_1174_5.jpg,11,Turning right mand.,0.635156,0.325463,0.022396,0.041667
frame_1174_5.jpg,7,Red light (Stop),0.761719,0.517130,0.014063,0.071296
frame_1174_6.jpg,0,Pedestrian stop,0.982812,0.511111,0.010417,0.029630
frame_1174_6.jpg,7,Red light (Stop),0.194010,0.337500,0.024479,0.069444
frame_1174_6.jpg,7,Red light (Stop),0.384115,0.348148,0.051562,0.042593
frame_1174_6.jpg,7,Red light (Stop),0.531510,0.342593,0.049479,0.038889
frame_1174_6.jpg,1,Green light (Go),0.477083,0.568056,0.008333,0.004630
frame_1174_6.jpg,1,Green light (Go),0.502865,0.572222,0.007812,0.005556
frame_1174_6.jpg,1,Green light (Go),0.553125,0.609722,0.003125,0.015741
frame_1174_6.jpg,1,Green light (Go),0.427083,0.611574,0.003125,0.015741
frame_1174_6.jpg,11,Turning right mand.,0.635156,0.325463,0.022396,0.041667
frame_1174_6.jpg,7,Red light (Stop),0.761719,0.517130,0.014063,0.071296
frame_1174_8.jpg,0,Pedestrian stop,0.982812,0.511111,0.010417,0.029630
frame_1174_8.jpg,7,Red light (Stop),0.194010,0.337500,0.024479,0.069444
frame_1174_8.jpg,7,Red light (Stop),0.384115,0.348148,0.051562,0.042593
frame_1174_8.jpg,7,Red light (Stop),0.531510,0.342593,0.049479,0.038889
frame_1174_8.jpg,1,Green light (Go),0.477083,0.568056,0.008333,0.004630
frame_1174_8.jpg,1,Green light (Go),0.502865,0.572222,0.007812,0.005556
frame_1174_8.jpg,1,Green light (Go),0.553125,0.609722,0.003125,0.015741
frame_1174_8.jpg,1,Green light (Go),0.427083,0.611574,0.003125,0.015741
frame_1174_8.jpg,11,Turning right mand.,0.635156,0.325463,0.022396,0.041667
frame_1174_8.jpg,7,Red light (Stop),0.761719,0.517130,0.014063,0.071296
frame_1175.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1175_2.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175_2.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175_2.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1175_3.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175_3.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175_3.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1175_5.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175_5.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175_5.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1175_6.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175_6.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175_6.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1175_8.jpg,0,Pedestrian stop,0.947656,0.497222,0.015104,0.027778
frame_1175_8.jpg,7,Red light (Stop),0.158854,0.304630,0.021875,0.048148
frame_1175_8.jpg,11,Turning right mand.,0.017188,0.624074,0.018750,0.044444
frame_1176.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1176_2.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176_2.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176_2.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176_2.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176_2.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176_2.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1176_3.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176_3.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176_3.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176_3.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176_3.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176_3.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1176_5.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176_5.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176_5.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176_5.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176_5.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176_5.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1176_6.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176_6.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176_6.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176_6.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176_6.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176_6.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1176_8.jpg,7,Red light (Stop),0.178646,0.277778,0.053125,0.044444
frame_1176_8.jpg,7,Red light (Stop),0.331771,0.283796,0.052083,0.041667
frame_1176_8.jpg,1,Green light (Go),0.269531,0.512500,0.008854,0.006481
frame_1176_8.jpg,1,Green light (Go),0.297396,0.518519,0.009375,0.005556
frame_1176_8.jpg,1,Green light (Go),0.347135,0.558796,0.003646,0.012037
frame_1176_8.jpg,1,Green light (Go),0.217188,0.553241,0.003125,0.013889
frame_1177.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1177_2.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177_2.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177_2.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177_2.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177_2.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177_2.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177_2.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177_2.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177_2.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1177_3.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177_3.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177_3.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177_3.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177_3.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177_3.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177_3.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177_3.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177_3.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1177_5.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177_5.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177_5.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177_5.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177_5.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177_5.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177_5.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177_5.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177_5.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1177_6.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177_6.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177_6.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177_6.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177_6.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177_6.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177_6.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177_6.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177_6.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1177_8.jpg,2,Pedestrian go,0.647917,0.499537,0.014583,0.030556
frame_1177_8.jpg,1,Green light (Go),0.057813,0.269907,0.052083,0.041667
frame_1177_8.jpg,1,Green light (Go),0.215365,0.280556,0.049479,0.038889
frame_1177_8.jpg,1,Green light (Go),0.151823,0.510185,0.009896,0.005556
frame_1177_8.jpg,1,Green light (Go),0.179948,0.517130,0.009896,0.004630
frame_1177_8.jpg,1,Green light (Go),0.229167,0.556944,0.002083,0.013889
frame_1177_8.jpg,1,Green light (Go),0.096615,0.550000,0.002604,0.016667
frame_1177_8.jpg,11,Turning right mand.,0.321354,0.282407,0.023958,0.042593
frame_1177_8.jpg,1,Green light (Go),0.440365,0.484259,0.014063,0.070370
frame_1178.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1178_2.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178_2.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178_2.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178_2.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178_2.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178_2.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178_2.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178_2.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1178_3.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178_3.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178_3.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178_3.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178_3.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178_3.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178_3.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178_3.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1178_5.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178_5.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178_5.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178_5.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178_5.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178_5.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178_5.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178_5.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1178_6.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178_6.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178_6.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178_6.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178_6.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178_6.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178_6.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178_6.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1178_8.jpg,2,Pedestrian go,0.699740,0.537963,0.014063,0.031481
frame_1178_8.jpg,1,Green light (Go),0.118490,0.316204,0.051562,0.041667
frame_1178_8.jpg,1,Green light (Go),0.271094,0.324074,0.049479,0.040741
frame_1178_8.jpg,1,Green light (Go),0.154167,0.589352,0.003125,0.015741
frame_1178_8.jpg,1,Green light (Go),0.207292,0.550000,0.011458,0.005556
frame_1178_8.jpg,1,Green light (Go),0.234375,0.556019,0.009375,0.004630
frame_1178_8.jpg,11,Turning right mand.,0.375000,0.321296,0.021875,0.044444
frame_1178_8.jpg,1,Green light (Go),0.494792,0.524074,0.014583,0.068519
frame_1179.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_1179_2.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179_2.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179_2.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179_2.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179_2.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179_2.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179_2.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179_2.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179_2.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179_2.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_1179_3.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179_3.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179_3.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179_3.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179_3.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179_3.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179_3.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179_3.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179_3.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179_3.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_1179_5.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179_5.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179_5.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179_5.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179_5.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179_5.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179_5.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179_5.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179_5.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179_5.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_1179_6.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179_6.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179_6.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179_6.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179_6.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179_6.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179_6.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179_6.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179_6.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179_6.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_1179_8.jpg,2,Pedestrian go,0.847396,0.511111,0.014583,0.031481
frame_1179_8.jpg,1,Green light (Go),0.257292,0.280093,0.052083,0.041667
frame_1179_8.jpg,1,Green light (Go),0.405990,0.288889,0.049479,0.038889
frame_1179_8.jpg,1,Green light (Go),0.344792,0.516667,0.008333,0.005556
frame_1179_8.jpg,1,Green light (Go),0.292187,0.555556,0.003125,0.014815
frame_1179_8.jpg,1,Green light (Go),0.370573,0.521296,0.009896,0.005556
frame_1179_8.jpg,1,Green light (Go),0.419792,0.565741,0.003125,0.018519
frame_1179_8.jpg,11,Turning right mand.,0.511719,0.286574,0.022396,0.043519
frame_1179_8.jpg,1,Green light (Go),0.633594,0.493519,0.014063,0.070370
frame_1179_8.jpg,1,Green light (Go),0.059896,0.268519,0.023958,0.109259
frame_117_2.jpg,21,Stop and give way to all drivers,0.784115,0.386111,0.095312,0.155556
frame_117_3.jpg,21,Stop and give way to all drivers,0.784115,0.386111,0.095312,0.155556
frame_117_5.jpg,21,Stop and give way to all drivers,0.784115,0.386111,0.095312,0.155556
frame_117_6.jpg,21,Stop and give way to all drivers,0.784115,0.386111,0.095312,0.155556
frame_117_8.jpg,21,Stop and give way to all drivers,0.784115,0.386111,0.095312,0.155556
frame_1180.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1180_2.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180_2.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180_2.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180_2.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180_2.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180_2.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180_2.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180_2.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180_2.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180_2.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180_2.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1180_3.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180_3.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180_3.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180_3.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180_3.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180_3.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180_3.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180_3.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180_3.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180_3.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180_3.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1180_5.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180_5.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180_5.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180_5.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180_5.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180_5.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180_5.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180_5.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180_5.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180_5.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180_5.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1180_6.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180_6.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180_6.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180_6.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180_6.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180_6.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180_6.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180_6.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180_6.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180_6.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180_6.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1180_8.jpg,2,Pedestrian go,0.969271,0.455556,0.014583,0.029630
frame_1180_8.jpg,1,Green light (Go),0.500521,0.228241,0.052083,0.041667
frame_1180_8.jpg,1,Green light (Go),0.346094,0.218519,0.049479,0.038889
frame_1180_8.jpg,1,Green light (Go),0.433594,0.466204,0.007812,0.006481
frame_1180_8.jpg,1,Green light (Go),0.460417,0.471759,0.008333,0.006481
frame_1180_8.jpg,1,Green light (Go),0.507292,0.513889,0.002083,0.011111
frame_1180_8.jpg,1,Green light (Go),0.382292,0.503241,0.003125,0.012037
frame_1180_8.jpg,11,Turning right mand.,0.608594,0.227315,0.025521,0.039815
frame_1180_8.jpg,1,Green light (Go),0.734115,0.439815,0.014063,0.070370
frame_1180_8.jpg,1,Green light (Go),0.146615,0.207870,0.023438,0.117593
frame_1180_8.jpg,1,Green light (Go),0.732812,0.437500,0.014583,0.069444
frame_1181.jpg,2,Pedestrian go,0.940365,0.446759,0.014063,0.030556
frame_1181.jpg,1,Green light (Go),0.269271,0.203704,0.056250,0.042593
frame_1181.jpg,1,Green light (Go),0.436719,0.211111,0.049479,0.040741
frame_1181.jpg,1,Green light (Go),0.367448,0.472685,0.008854,0.006481
frame_1181.jpg,1,Green light (Go),0.394792,0.480556,0.008333,0.005556
frame_1181.jpg,1,Green light (Go),0.444792,0.519907,0.003125,0.015741
frame_1181.jpg,1,Green light (Go),0.315365,0.512500,0.002604,0.017593
frame_1181.jpg,11,Turning right mand.,0.553646,0.206944,0.022917,0.047222
frame_1181.jpg,1,Green light (Go),0.689844,0.432407,0.015104,0.074074
frame_1181.jpg,1,Green light (Go),0.046615,0.196296,0.026562,0.125926
frame_1181_2.jpg,2,Pedestrian go,0.940365,0.446759,0.014063,0.030556
frame_1181_2.jpg,1,Green light (Go),0.269271,0.203704,0.056250,0.042593
frame_1181_2.jpg,1,Green light (Go),0.436719,0.211111,0.049479,0.040741
frame_1181_2.jpg,1,Green light (Go),0.367448,0.472685,0.008854,0.006481
frame_1181_2.jpg,1,Green light (Go),0.394792,0.480556,0.008333,0.005556
frame_1181_2.jpg,1,Green light (Go),0.444792,0.519907,0.003125,0.015741
frame_1181_2.jpg,1,Green light (Go),0.315365,0.512500,0.002604,0.017593
frame_1181_2.jpg,11,Turning right mand.,0.553646,0.206944,0.022917,0.047222
frame_1181_2.jpg,1,Green light (Go),0.689844,0.432407,0.015104,0.074074
frame_1181_2.jpg,1,Green light (Go),0.046615,0.196296,0.026562,0.125926
frame_1181_3.jpg,2,Pedestrian go,0.940365,0.446759,0.014063,0.030556
frame_1181_3.jpg,1,Green light (Go),0.269271,0.203704,0.056250,0.042593
frame_1181_3.jpg,1,Green light (Go),0.436719,0.211111,0.049479,0.040741
frame_1181_3.jpg,1,Green light (Go),0.367448,0.472685,0.008854,0.006481
frame_1181_3.jpg,1,Green light (Go),0.394792,0.480556,0.008333,0.005556
frame_1181_3.jpg,1,Green light (Go),0.444792,0.519907,0.003125,0.015741
frame_1181_3.jpg,1,Green light (Go),0.315365,0.512500,0.002604,0.017593
frame_1181_3.jpg,11,Turning right mand.,0.553646,0.206944,0.022917,0.047222
frame_1181_3.jpg,1,Green light (Go),0.689844,0.432407,0.015104,0.074074
frame_1181_3.jpg,1,Green light (Go),0.046615,0.196296,0.026562,0.125926
